drink_id,name,type,temperature,sugar_level,caffeine_level,ingredient_ids,tags,popularity_score,description
500,"Iced Cinnamon Almond Cold Foam Cold Brew (Zero Sugar, Extra Caffeine)",coffee,iced,zero,high,"[13,24,34,36,45,46]","['energy_boost','light_healthy']; augmented; combo",0.793484276913966,"Iced Cinnamon Almond Cold Foam Cold Brew (Zero Sugar, Extra Caffeine) is a iced coffee drink with zero sugar and high caffeine. Featuring almond milk, cinnamon powder, cold foam, ice."
501,"Iced Cinnamon Almond Cold Foam Cold Brew (Half Sugar, Extra Caffeine)",coffee,iced,half,high,"[13,24,34,36,46]","['energy_boost','light_healthy']; augmented; ingredient_swap",0.8246117531783658,"Iced Cinnamon Almond Cold Foam Cold Brew (Half Sugar, Extra Caffeine) is a iced coffee drink with half sugar and high caffeine. Featuring almond milk, cinnamon powder, cold foam, ice."
502,"Iced Cinnamon Almond Cold Foam Cold Brew (Half Sugar, Extra Caffeine)",coffee,iced,half,high,"[2,13,24,34,36]","['energy_boost','light_healthy']; augmented; caffeine_high",0.8217462615533799,"Iced Cinnamon Almond Cold Foam Cold Brew (Half Sugar, Extra Caffeine) is a iced coffee drink with half sugar and high caffeine. Featuring cold brew coffee, almond milk, cinnamon powder, cold foam."
503,"Iced Cinnamon Almond Cold Foam Cold Brew (Half Sugar, Extra Caffeine)",coffee,iced,half,high,"[2,13,24,33,36]","['energy_boost','light_healthy']; augmented; ingredient_swap",0.7857108910650813,"Iced Cinnamon Almond Cold Foam Cold Brew (Half Sugar, Extra Caffeine) is a iced coffee drink with half sugar and high caffeine. Featuring cold brew coffee, almond milk, cinnamon powder, whipped cream."
504,Iced Caramel Pecan Latte,coffee,iced,regular,medium,"[3,10,16,39,33]","['dessert','comfort']; augmented; temp_iced",0.8607336208104485,"Iced Caramel Pecan Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring brewed coffee, whole milk, caramel syrup, pecan syrup."
505,Hot Caramel Pecan Latte (Extra Caffeine),coffee,hot,regular,high,"[3,10,16,39,33]","['dessert','comfort']; augmented; caffeine_high",0.866823535791047,"Hot Caramel Pecan Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring brewed coffee, whole milk, caramel syrup, pecan syrup."
506,Iced Caramel Pecan Latte,coffee,iced,regular,medium,"[3,10,16,39,33]","['dessert','comfort']; augmented; temp_iced",0.8824915372952583,"Iced Caramel Pecan Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring brewed coffee, whole milk, caramel syrup, pecan syrup."
507,Iced Caramel Pecan Latte,coffee,iced,regular,medium,"[3,10,16,39,33]","['dessert','comfort']; augmented; temp_iced",0.881614061561047,"Iced Caramel Pecan Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring brewed coffee, whole milk, caramel syrup, pecan syrup."
508,Hot Caramel Pecan Latte,coffee,hot,regular,medium,"[3,10,16,34,39]","['dessert','comfort']; augmented; ingredient_swap",0.8086699189612873,"Hot Caramel Pecan Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring brewed coffee, whole milk, caramel syrup, cold foam."
509,"Iced Strawberry Coconut Refresher (Half Sugar, Decaf)",refresher,iced,half,none,"[46,38,47,36]","['fruity','refreshing']; augmented; sugar_half",0.7918652488025463,"Iced Strawberry Coconut Refresher (Half Sugar, Decaf) is a iced refresher drink with half sugar and decaf. Featuring strawberry base, coconut milk, lemonade, ice."
510,Iced Strawberry Coconut Refresher (Decaf),refresher,iced,regular,none,"[5,11,36,46,47]","['fruity','refreshing']; augmented; swap_add",0.8354510580162597,"Iced Strawberry Coconut Refresher (Decaf) is a iced refresher drink with regular sweetness and decaf. Featuring green tea, skim milk, ice, strawberry base."
511,Iced Strawberry Coconut Refresher (Decaf),refresher,iced,regular,none,"[9,36,38,46]","['fruity','refreshing']; augmented; swap_add",0.8354135785273662,"Iced Strawberry Coconut Refresher (Decaf) is a iced refresher drink with regular sweetness and decaf. Featuring coconut water, ice, coconut milk, strawberry base."
512,Iced Strawberry Coconut Refresher,refresher,iced,regular,low,"[46,38,47,36]","['fruity','refreshing']; augmented; caffeine_low",0.8354514305891814,"Iced Strawberry Coconut Refresher is a iced refresher drink with regular sweetness and low caffeine. Featuring strawberry base, coconut milk, lemonade, ice."
513,Iced Strawberry Coconut Refresher (Decaf),refresher,iced,regular,none,"[46,38,47,36]","['fruity','refreshing']; augmented; caffeine_none",0.9355819447196416,"Iced Strawberry Coconut Refresher (Decaf) is a iced refresher drink with regular sweetness and decaf. Featuring strawberry base, coconut milk, lemonade, ice."
514,Hot Brewed Coffee (Extra Caffeine),coffee,hot,regular,high,"[12,17,36]",['coffee']; augmented; swap_add,0.767126715320795,"Hot Brewed Coffee (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring oat milk, hazelnut syrup, ice."
515,"Hot Brewed Coffee (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[10,36]",['coffee']; augmented; sugar_half,0.784066969205418,"Hot Brewed Coffee (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring whole milk, ice."
516,Iced Brewed Coffee (Extra Caffeine),coffee,iced,regular,high,"[10,36]",['coffee']; augmented; temp_iced,0.7786200529047961,"Iced Brewed Coffee (Extra Caffeine) is a iced coffee drink with regular sweetness and high caffeine. Featuring whole milk, ice."
517,"Hot Brewed Coffee (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[10,36]",['coffee']; augmented; sugar_half,0.769541737539174,"Hot Brewed Coffee (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring whole milk, ice."
518,Hot Brewed Coffee (Extra Caffeine),coffee,hot,regular,high,"[11,36]",['coffee']; augmented; ingredient_swap,0.7405419226607897,"Hot Brewed Coffee (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring skim milk, ice."
519,"Hot Brewed Coffee (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[10,36]",['coffee']; augmented; sugar_half,0.772769076614798,"Hot Brewed Coffee (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring whole milk, ice."
520,Hot Brewed Coffee (Extra Caffeine),coffee,hot,regular,high,"[10,36]",['coffee']; augmented; caffeine_high,0.7268152435638728,"Hot Brewed Coffee (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, ice."
521,Iced Brewed Coffee (Extra Caffeine),coffee,iced,regular,high,"[10,36]",['coffee']; augmented; temp_iced,0.7428954417977998,"Iced Brewed Coffee (Extra Caffeine) is a iced coffee drink with regular sweetness and high caffeine. Featuring whole milk, ice."
522,"Hot Brewed Coffee (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[11,36]",['coffee']; augmented; combo,0.7354390935651269,"Hot Brewed Coffee (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring skim milk, ice."
523,"Hot Brewed Coffee (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[11,31,36]",['coffee']; augmented; combo,0.7524562241815896,"Hot Brewed Coffee (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring skim milk, pineapple, ice."
524,"Hot Brewed Coffee (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[13,36]",['coffee']; augmented; combo,0.8194397570002052,"Hot Brewed Coffee (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring almond milk, ice."
525,Hot Brewed Coffee (Extra Caffeine),coffee,hot,regular,high,"[10,36]",['coffee']; augmented; caffeine_high,0.6939820442222475,"Hot Brewed Coffee (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, ice."
526,Hot Brewed Coffee (Extra Caffeine),coffee,hot,regular,high,"[14,36]",['coffee']; augmented; ingredient_swap,0.7705878057112354,"Hot Brewed Coffee (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring soy milk, ice."
527,"Hot Brewed Coffee (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[12,36]",['coffee']; augmented; combo,0.7016185238643105,"Hot Brewed Coffee (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring oat milk, ice."
528,Hot Brewed Coffee (Extra Caffeine),coffee,hot,regular,high,"[6,36,38]",['coffee']; augmented; swap_add,0.735842044026317,"Hot Brewed Coffee (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring black tea, ice, coconut milk."
529,Hot Brewed Coffee (Extra Caffeine),coffee,hot,regular,high,"[12,36]",['coffee']; augmented; ingredient_swap,0.7826685179090209,"Hot Brewed Coffee (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring oat milk, ice."
530,Hot Brewed Coffee (Extra Caffeine),coffee,hot,regular,high,"[11,12,36]",['coffee']; augmented; swap_add,0.7519284005728639,"Hot Brewed Coffee (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring skim milk, oat milk, ice."
531,Hot Brewed Coffee,coffee,hot,regular,medium,"[10,36]",['coffee']; augmented; caffeine_medium,0.7176676566621208,"Hot Brewed Coffee is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, ice."
532,"Hot Brewed Coffee (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[10,36]",['coffee']; augmented; sugar_half,0.7285408887222009,"Hot Brewed Coffee (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring whole milk, ice."
533,"Hot Brewed Coffee (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[11,27,36]",['coffee']; augmented; combo,0.7703879324680403,"Hot Brewed Coffee (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring skim milk, mango puree, ice."
534,Hot Caffè Latte,coffee,hot,regular,medium,"[9,10,36]",['coffee']; augmented; ingredient_swap,0.728089001048486,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring coconut water, whole milk, ice."
535,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.7564937576874593,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
536,Hot Caffè Latte (Half Sugar),coffee,hot,half,medium,"[1,10,36]",['coffee']; augmented; sugar_half,0.7513671551971144,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring espresso shot, whole milk, ice."
537,Hot Caffè Latte,coffee,hot,regular,medium,"[1,11,24,36]",['coffee']; augmented; swap_add,0.7304519895718254,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, skim milk, cinnamon powder, ice."
538,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.8143183226797598,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
539,Hot Caffè Latte (Half Sugar),coffee,hot,half,low,"[6,10,36]",['coffee']; augmented; combo,0.7690175706695404,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and low caffeine. Featuring black tea, whole milk, ice."
540,Hot Caffè Latte,coffee,hot,regular,medium,"[1,12,36]",['coffee']; augmented; swap_add,0.6892457224002718,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, oat milk, ice."
541,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.7555936294430828,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
542,Hot Caffè Latte,coffee,hot,regular,medium,"[10,36,37]",['coffee']; augmented; ingredient_swap,0.7301464060569484,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, ice, passion tea."
543,"Hot Caffè Latte (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[1,14,24,36]",['coffee']; augmented; combo,0.7755730000438867,"Hot Caffè Latte (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring espresso shot, soy milk, cinnamon powder, ice."
544,Hot Caffè Latte,coffee,hot,regular,medium,"[3,10,36]",['coffee']; augmented; ingredient_swap,0.726224377847019,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring brewed coffee, whole milk, ice."
545,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.746557906755993,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
546,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.7651496183694138,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
547,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.7759726558251037,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
548,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.7139911077883268,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
549,Hot Caffè Latte,coffee,hot,regular,medium,"[1,14,29,36]",['coffee']; augmented; swap_add,0.7399649629247715,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, soy milk, blueberry puree, ice."
550,Hot Caffè Latte,coffee,hot,regular,medium,"[1,13,36]",['coffee']; augmented; swap_add,0.7357516406651713,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, almond milk, ice."
551,"Hot Caffè Latte (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[2,10,36,38]",['coffee']; augmented; combo,0.7304001230227887,"Hot Caffè Latte (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring cold brew coffee, whole milk, ice, coconut milk."
552,Hot Caffè Latte,coffee,hot,regular,medium,"[1,14,36]",['coffee']; augmented; ingredient_swap,0.802963627208433,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, soy milk, ice."
553,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.7621494513288287,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
554,Hot Caffè Latte (Half Sugar),coffee,hot,half,medium,"[1,10,36]",['coffee']; augmented; sugar_half,0.7121734813699486,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring espresso shot, whole milk, ice."
555,Hot Caffè Latte,coffee,hot,regular,medium,"[1,10,14,36]",['coffee']; augmented; swap_add,0.7775358584116433,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, soy milk, ice."
556,Hot Caffè Latte (Half Sugar),coffee,hot,half,low,"[6,10,34,36]",['coffee']; augmented; combo,0.813664685910379,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and low caffeine. Featuring black tea, whole milk, cold foam, ice."
557,"Hot Caffè Latte (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[1,14,36]",['coffee']; augmented; combo,0.7809739578165344,"Hot Caffè Latte (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring espresso shot, soy milk, ice."
558,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.7044189010213796,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
559,Hot Caffè Latte,coffee,hot,regular,medium,"[10,28,36,47]",['coffee']; augmented; swap_add,0.7354729778140124,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, strawberry pieces, ice, lemonade."
560,Hot Caffè Latte (Half Sugar),coffee,hot,half,low,"[4,10,36]",['coffee']; augmented; combo,0.7880073344755987,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and low caffeine. Featuring creme base, whole milk, ice."
561,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.7287699160314366,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
562,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.7633145828443868,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
563,Hot Caffè Latte,coffee,hot,regular,low,"[1,10,36]",['coffee']; augmented; caffeine_low,0.77323902160288,"Hot Caffè Latte is a hot coffee drink with regular sweetness and low caffeine. Featuring espresso shot, whole milk, ice."
564,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.7221920858526575,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
565,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.748214239318146,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
566,Hot Caffè Latte (Half Sugar),coffee,hot,half,medium,"[1,10,36]",['coffee']; augmented; sugar_half,0.6527619797979278,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring espresso shot, whole milk, ice."
567,Hot Caffè Latte,coffee,hot,regular,medium,"[4,10,36]",['coffee']; augmented; ingredient_swap,0.7192683707599713,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring creme base, whole milk, ice."
568,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.7424229554582051,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
569,Hot Caffè Latte,coffee,hot,regular,medium,"[1,14,36]",['coffee']; augmented; swap_add,0.7125665045410545,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, soy milk, ice."
570,Hot Caffè Latte (Half Sugar),coffee,hot,half,medium,"[1,10,36]",['coffee']; augmented; sugar_half,0.7989723391179491,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring espresso shot, whole milk, ice."
571,"Hot Caffè Latte (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[6,10,36]",['coffee']; augmented; combo,0.707095758661181,"Hot Caffè Latte (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring black tea, whole milk, ice."
572,Hot Caffè Latte (Half Sugar),coffee,hot,half,medium,"[1,10,36]",['coffee']; augmented; sugar_half,0.7367986653990904,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring espresso shot, whole milk, ice."
573,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.7539222173185828,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
574,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,12,36]",['coffee']; augmented; combo,0.7932381986719834,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, oat milk, ice."
575,Hot Caffè Latte,coffee,hot,regular,medium,"[9,10,36]",['coffee']; augmented; ingredient_swap,0.7069241354646169,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring coconut water, whole milk, ice."
576,Hot Caffè Latte,coffee,hot,regular,medium,"[1,5,13,36]",['coffee']; augmented; swap_add,0.7848949125646488,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, green tea, almond milk, ice."
577,Hot Caffè Latte,coffee,hot,regular,low,"[1,10,36]",['coffee']; augmented; caffeine_low,0.7503069918305876,"Hot Caffè Latte is a hot coffee drink with regular sweetness and low caffeine. Featuring espresso shot, whole milk, ice."
578,Hot Caffè Latte,coffee,hot,regular,medium,"[6,10,36]",['coffee']; augmented; swap_add,0.7205547404685615,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring black tea, whole milk, ice."
579,Hot Caffè Latte (Half Sugar),coffee,hot,half,medium,"[1,10,36]",['coffee']; augmented; sugar_half,0.7638631042278982,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring espresso shot, whole milk, ice."
580,Hot Caffè Latte,coffee,hot,regular,low,"[1,10,36]",['coffee']; augmented; caffeine_low,0.7559717908672041,"Hot Caffè Latte is a hot coffee drink with regular sweetness and low caffeine. Featuring espresso shot, whole milk, ice."
581,"Hot Caffè Latte (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[10,36,47]",['coffee']; augmented; combo,0.7319934936852361,"Hot Caffè Latte (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring whole milk, ice, lemonade."
582,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.7520940625497006,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
583,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.7384405920941471,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
584,Hot Caffè Latte,coffee,hot,regular,medium,"[1,11,36]",['coffee']; augmented; swap_add,0.7534055203575375,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, skim milk, ice."
585,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.7698639202356314,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
586,Hot Caffè Latte (Half Sugar),coffee,hot,half,medium,"[1,10,36]",['coffee']; augmented; sugar_half,0.7975805044843606,"Hot Caffè Latte (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring espresso shot, whole milk, ice."
587,Hot Caffè Latte,coffee,hot,regular,medium,"[1,5,12,36]",['coffee']; augmented; swap_add,0.7128655350351946,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, green tea, oat milk, ice."
588,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.813991001239688,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
589,Iced Caffè Latte,coffee,iced,regular,medium,"[1,10,36]",['coffee']; augmented; temp_iced,0.6914373660143249,"Iced Caffè Latte is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice."
590,Hot Caffè Latte,coffee,hot,regular,medium,"[5,10,36]",['coffee']; augmented; ingredient_swap,0.7454464471489325,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring green tea, whole milk, ice."
591,"Hot Caffè Latte (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[2,10,22,36]",['coffee']; augmented; combo,0.7676495161945373,"Hot Caffè Latte (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring cold brew coffee, whole milk, brown sugar syrup, ice."
592,Hot Caffè Latte (Extra Caffeine),coffee,hot,regular,high,"[1,10,36]",['coffee']; augmented; caffeine_high,0.758429756032051,"Hot Caffè Latte (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, ice."
593,Hot Caffè Latte,coffee,hot,regular,medium,"[1,10,11,36]",['coffee']; augmented; swap_add,0.7313190144053822,"Hot Caffè Latte is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, skim milk, ice."
594,Hot Caffè Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[11,19,36,38]","['coffee', 'dessert']; augmented; swap_add",0.7437563324892817,"Hot Caffè Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring skim milk, chocolate syrup, ice, coconut milk."
595,Hot Caffè Mocha (Without Whipped Cream) (Extra Caffeine),coffee,hot,regular,high,"[10,19,36]","['coffee', 'dessert']; augmented; caffeine_high",0.735209971960235,"Hot Caffè Mocha (Without Whipped Cream) (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, chocolate syrup, ice."
596,Iced Caffè Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,36]","['coffee', 'dessert']; augmented; temp_iced",0.7323190572916737,"Iced Caffè Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, ice."
597,Hot Caffè Mocha (Without Whipped Cream) (Half Sugar),coffee,hot,half,medium,"[10,19,36]","['coffee', 'dessert']; augmented; sugar_half",0.7754880629106308,"Hot Caffè Mocha (Without Whipped Cream) (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring whole milk, chocolate syrup, ice."
598,Iced Caffè Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,36]","['coffee', 'dessert']; augmented; temp_iced",0.7607104645789514,"Iced Caffè Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, ice."
599,Hot Caffè Mocha (Without Whipped Cream) (Extra Caffeine),coffee,hot,regular,high,"[10,19,36]","['coffee', 'dessert']; augmented; caffeine_high",0.7292127121421804,"Hot Caffè Mocha (Without Whipped Cream) (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, chocolate syrup, ice."
600,Iced Caffè Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,36]","['coffee', 'dessert']; augmented; temp_iced",0.7769879962629975,"Iced Caffè Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, ice."
601,Iced Caffè Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,36]","['coffee', 'dessert']; augmented; temp_iced",0.7592189856262983,"Iced Caffè Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, ice."
602,Hot Caffè Mocha (Without Whipped Cream) (Zero Sugar),coffee,hot,zero,medium,"[10,19,36]","['coffee', 'dessert']; augmented; sugar_zero",0.7743858635651688,"Hot Caffè Mocha (Without Whipped Cream) (Zero Sugar) is a hot coffee drink with zero sugar and medium caffeine. Featuring whole milk, chocolate syrup, ice."
603,Hot Caffè Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[19,36,38]","['coffee', 'dessert']; augmented; ingredient_swap",0.7688888652577084,"Hot Caffè Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring chocolate syrup, ice, coconut milk."
604,Hot Caffè Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,36,42]","['coffee', 'dessert']; augmented; ingredient_swap",0.7251301496723378,"Hot Caffè Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, ice, sugar free syrup."
